Client,Cliente,
Contact,Contacto,
Contacts,Contactos,
Is Group,É grupo,
Items,Itens,
Left,Esquerda,
Other,Outro,
Phone,Telefone,
Position,Posição,
Provider,Fornecedor,
Right,Direita,
Type,Tipo,
